Altitude,Latitude,Longitude,PixelX,PixelY,Ylatitude
240.18663024902344,47.63749253690281,-122.14016490832972,290,175,47.63749253690281
240.98316955566406,47.63749253739987,-122.14016490832438,290,175,47.63749253739987
241.52818298339844,47.637492537739966,-122.14016490832054,290,176,47.637492537739966
241.90548706054688,47.63749253797543,-122.14016490831779,290,176,47.63749253797543
242.45050048828125,47.63749253831551,-122.14016490831366,290,176,47.63749253831551
243.0374298095703,47.63749253868177,-122.14016490830909,290,176,47.63749253868177
243.37281799316406,47.63749253889107,-122.14016490830636,290,176,47.63749253889107
243.91781616210938,47.63749253923116,-122.14016490830184,290,176,47.63749253923116
244.29513549804688,47.637492539466606,-122.1401649082986,290,176,47.637492539466606
244.7982177734375,47.63749253978055,-122.14016490829421,290,176,47.63749253978055
245.30130004882812,47.637492540094485,-122.14016490828965,290,176,47.637492540094485
245.8882293701172,47.63749254046074,-122.14016490828415,290,177,47.63749254046074
246.5590057373047,47.637492540879315,-122.14016490827767,290,177,47.637492540879315
246.97824096679688,47.63749254114094,-122.14016490827349,290,177,47.63749254114094
247.56517028808594,47.63749254150719,-122.14016490826751,290,177,47.63749254150719
247.94247436523438,47.637492541742645,-122.14016490826354,290,177,47.637492541742645
249.66134643554688,47.63749254281525,-122.14016490824461,290,178,47.63749254281525
250.3317108154297,47.63749254323358,-122.14016490823677,290,178,47.63749254323358
250.7085418701172,47.63749254346873,-122.14016490823226,290,178,47.63749254346873
251.2528533935547,47.63749254380839,-122.14016490822566,290,178,47.63749254380839
251.6715545654297,47.637492544069666,-122.14016490822044,290,178,47.637492544069666
252.2577362060547,47.63749254443546,-122.14016490821301,290,178,47.63749254443546
252.7183074951172,47.63749254472287,-122.14016490820703,290,178,47.63749254472287
253.2626190185547,47.63749254506253,-122.14016490819984,290,179,47.63749254506253
253.7231903076172,47.637492545349936,-122.1401649081936,290,179,47.637492545349936
254.3931121826172,47.637492545767984,-122.14016490818436,290,179,47.637492545767984
254.8118133544922,47.63749254602926,-122.14016490817882,290,179,47.63749254602926
255.3561248779297,47.637492546368925,-122.14016490817245,290,179,47.637492546368925
255.8166961669922,47.637492546656325,-122.14016490816797,290,179,47.637492546656325
256.36102294921875,47.637492546995986,-122.14016490816401,290,179,47.637492546995986
256.69598388671875,47.63749254720501,-122.14016490816238,290,179,47.63749254720501
257.28216552734375,47.6374925475708,-122.14016490816128,290,180,47.6374925475708
257.70086669921875,47.63749254783208,-122.14016490816196,290,180,47.63749254783208
258.28704833984375,47.637492548197876,-122.14016490816469,290,180,47.637492548197876
258.66387939453125,47.637492548433016,-122.14016490816691,290,180,47.637492548433016
259.20819091796875,47.637492548772684,-122.14016490816972,290,180,47.637492548772684
259.62689208984375,47.63749254903396,-122.14016490817139,290,180,47.63749254903396
260.21307373046875,47.63749254939975,-122.14016490817306,290,180,47.63749254939975
260.63177490234375,47.637492549661026,-122.14016490817393,290,180,47.637492549661026
261.17608642578125,47.63749255000069,-122.14016490817477,290,181,47.63749255000069
261.55291748046875,47.63749255023583,-122.14016490817522,290,181,47.63749255023583
262.13909912109375,47.637492550601614,-122.14016490817586,290,181,47.637492550601614
262.55780029296875,47.6374925508629,-122.14016490817619,290,181,47.6374925508629
263.18585205078125,47.63749255125482,-122.14016490817647,290,181,47.63749255125482
263.68829345703125,47.63749255156836,-122.14016490817657,290,181,47.63749255156836
264.19073486328125,47.63749255188189,-122.14016490817652,290,181,47.63749255188189
264.73504638671875,47.63749255222155,-122.14016490817642,290,182,47.63749255222155
264.90252685546875,47.637492552326066,-122.14016490817642,290,182,47.637492552326066
265.36309814453125,47.637492552613466,-122.1401649081764,290,182,47.637492552613466
265.86553955078125,47.637492552927,-122.14016490817652,290,182,47.637492552927
266.20050048828125,47.63749255313603,-122.14016490817676,290,182,47.63749255313603
266.82855224609375,47.637492553527935,-122.14016490817738,290,182,47.637492553527935
267.12164306640625,47.63749255371083,-122.1401649081777,290,182,47.63749255371083
267.54034423828125,47.63749255397211,-122.14016490817805,290,182,47.63749255397211
268.04278564453125,47.63749255428564,-122.14016490817835,290,182,47.63749255428564
268.41961669921875,47.63749255452079,-122.1401649081785,290,182,47.63749255452079
268.96392822265625,47.63749255486046,-122.14016490817869,290,183,47.63749255486046
269.42449951171875,47.63749255514786,-122.14016490817876,290,183,47.63749255514786
269.96881103515625,47.63749255548751,-122.14016490817886,290,183,47.63749255548751
270.47125244140625,47.637492555801046,-122.14016490817895,290,183,47.637492555801046
271.05743408203125,47.63749255616684,-122.14016490817909,290,183,47.63749255616684
271.43426513671875,47.63749255640199,-122.14016490817922,290,183,47.63749255640199
271.97857666015625,47.63749255674165,-122.14016490817953,290,183,47.63749255674165
272.43914794921875,47.637492557029056,-122.14016490817988,290,183,47.637492557029056
272.94158935546875,47.63749255734258,-122.1401649081804,290,184,47.63749255734258
273.48590087890625,47.637492557682236,-122.14016490818098,290,184,47.637492557682236
